date,Alnus,Betula,Taxus,Fraxinus,Poaceae,Quercus,Ulmus,Urtica
2012-06-10,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0
2012-06-11,0.0,0.0,0.0,0.0,16.0,0.0,0.0,9.0
2012-06-12,0.0,0.0,0.0,0.0,17.0,0.0,0.0,5.0
2012-06-13,0.0,1.0,0.0,0.0,13.0,2.0,0.0,35.0
2012-06-14,0.0,0.0,0.0,0.0,28.0,0.0,0.0,27.0
2012-06-15,13.0,1.0,0.0,0.0,70.0,0.0,0.0,51.0
2012-06-16,33.0,1.0,7.0,0.0,71.0,0.0,0.0,64.0
2012-06-17,5.0,0.0,14.0,0.0,81.0,0.0,0.0,148.0
2012-06-18,15.0,0.0,7.0,0.0,33.0,0.0,0.0,86.0
2012-06-19,2.0,0.0,0.0,0.0,31.0,0.0,0.0,107.0
2012-06-20,0.0,0.0,1.0,0.0,8.0,0.0,0.0,67.0
2012-06-21,1.0,1.0,1.0,0.0,18.0,0.0,0.0,135.0
2012-06-22,0.0,0.0,0.0,0.0,18.0,0.0,0.0,98.0
2012-06-23,0.0,0.0,0.0,0.0,24.0,0.0,0.0,114.0
2012-06-24,1.0,0.0,0.0,0.0,35.0,0.0,0.0,96.0
2012-06-25,0.0,0.0,0.0,0.0,7.0,0.0,0.0,48.0
2012-06-26,0.0,0.0,0.0,0.0,25.0,0.0,0.0,115.0
2012-06-27,0.0,0.0,0.0,0.0,12.0,0.0,0.0,105.0
2012-06-28,0.0,0.0,0.0,0.0,27.0,0.0,0.0,133.0
2012-06-29,0.0,0.0,0.0,0.0,24.0,0.0,0.0,93.0
2012-06-30,0.0,0.0,1.0,0.0,27.0,0.0,0.0,148.0
2012-07-01,0.0,0.0,0.0,0.0,24.0,0.0,0.0,49.0
2012-07-02,0.0,0.0,1.0,0.0,3.0,0.0,0.0,29.0
2012-07-03,0.0,0.0,0.0,0.0,4.0,0.0,0.0,125.0
2012-07-04,0.0,0.0,0.0,0.0,11.0,0.0,0.0,165.0
2012-07-05,0.0,0.0,0.0,0.0,12.0,0.0,0.0,98.0
2012-07-06,0.0,0.0,0.0,0.0,5.0,0.0,0.0,85.0
2012-07-07,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0
2012-07-08,1.0,0.0,0.0,0.0,26.0,1.0,0.0,105.0
2012-07-09,0.0,0.0,0.0,0.0,11.0,0.0,0.0,53.0
2012-07-10,0.0,0.0,1.0,0.0,15.0,0.0,0.0,66.0
2012-07-11,0.0,0.0,0.0,0.0,9.0,0.0,0.0,30.0
2012-07-12,0.0,1.0,1.0,0.0,12.0,0.0,0.0,34.0
2012-07-13,0.0,1.0,0.0,0.0,11.0,0.0,0.0,45.0
2012-07-14,0.0,0.0,0.0,0.0,24.0,0.0,0.0,45.0
2012-07-15,0.0,1.0,0.0,0.0,5.0,0.0,0.0,16.0
2012-07-16,0.0,0.0,0.0,0.0,9.0,0.0,0.0,58.0
2012-07-17,0.0,0.0,0.0,0.0,24.0,0.0,0.0,79.0
2012-07-18,0.0,0.0,0.0,0.0,26.0,0.0,0.0,138.0
2012-07-19,0.0,0.0,0.0,0.0,24.0,0.0,0.0,114.0
2012-07-20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0
2012-07-21,0.0,0.0,0.0,0.0,5.0,0.0,0.0,28.0
2012-07-22,0.0,0.0,0.0,0.0,6.0,0.0,0.0,173.0
2012-07-23,0.0,0.0,0.0,0.0,15.0,0.0,0.0,116.0
2012-07-24,0.0,0.0,0.0,0.0,9.0,0.0,0.0,160.0
2012-07-25,0.0,0.0,0.0,0.0,4.0,0.0,0.0,76.0
2012-07-26,0.0,0.0,0.0,0.0,8.0,0.0,0.0,165.0
2012-07-27,0.0,0.0,0.0,0.0,10.0,0.0,0.0,120.0
2012-07-28,0.0,0.0,0.0,0.0,10.0,0.0,0.0,58.0
2012-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
2012-07-30,0.0,0.0,0.0,0.0,12.0,0.0,0.0,109.0
2012-07-31,0.0,0.0,0.0,0.0,10.0,0.0,0.0,66.0
2012-08-01,0.0,0.0,0.0,0.0,15.0,0.0,0.0,94.0
2012-08-02,0.0,0.0,0.0,0.0,14.0,0.0,0.0,124.0
2012-08-03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,103.0
2012-08-04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,117.0
2012-08-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,96.0
2012-08-06,0.0,0.0,0.0,0.0,3.0,0.0,0.0,39.0
2012-08-07,0.0,0.0,0.0,0.0,2.0,0.0,0.0,59.0
2012-08-08,0.0,0.0,0.0,0.0,7.0,0.0,0.0,146.0
2012-08-09,0.0,0.0,0.0,0.0,3.0,0.0,0.0,81.0
2012-08-10,0.0,0.0,1.0,0.0,7.0,0.0,0.0,111.0
2012-08-11,0.0,0.0,0.0,0.0,2.0,0.0,0.0,141.0
2012-08-12,0.0,2.0,0.0,0.0,5.0,0.0,0.0,87.0
2012-08-13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70.0
2012-08-14,0.0,0.0,0.0,0.0,2.0,0.0,0.0,94.0
2012-08-15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,99.0
2012-08-16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0
2012-08-17,0.0,0.0,0.0,0.0,4.0,0.0,0.0,130.0
2012-08-18,0.0,0.0,0.0,0.0,6.0,0.0,0.0,102.0
2012-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0
2012-08-20,0.0,0.0,1.0,0.0,2.0,0.0,0.0,54.0
2012-08-21,0.0,1.0,0.0,0.0,2.0,0.0,0.0,47.0
2012-08-22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0
2012-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
2012-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2012-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2012-08-26,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0
2012-08-27,0.0,1.0,0.0,0.0,2.0,0.0,0.0,30.0
2012-08-28,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0
2012-08-29,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0
2012-08-30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
2012-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
2012-09-03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2012-09-04,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0
2012-09-05,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
2012-09-06,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0
2012-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2012-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2012-09-09,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0
2012-09-10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
2012-09-11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
2012-09-12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2012-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2012-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2012-09-16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
2012-09-17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
2012-09-18,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
2012-09-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2012-09-20,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2012-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2012-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2012-09-24,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2012-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2012-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-07,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
2012-10-08,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2012-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2012-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2012-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,,,,,,,,
2012-11-02,,,,,,,,
2012-11-03,,,,,,,,
2012-11-04,,,,,,,,
2012-11-05,,,,,,,,
2012-11-06,,,,,,,,
2012-11-07,,,,,,,,
2012-11-08,,,,,,,,
2012-11-09,,,,,,,,
2012-11-10,,,,,,,,
2012-11-11,,,,,,,,
2012-11-12,,,,,,,,
2012-11-13,,,,,,,,
2012-11-14,,,,,,,,
2012-11-15,,,,,,,,
2012-11-16,,,,,,,,
2012-11-17,,,,,,,,
2012-11-18,,,,,,,,
2012-11-19,,,,,,,,
2012-11-20,,,,,,,,
2012-11-21,,,,,,,,
2012-11-22,,,,,,,,
2012-11-23,,,,,,,,
2012-11-24,,,,,,,,
2012-11-25,,,,,,,,
2012-11-26,,,,,,,,
2012-11-27,,,,,,,,
2012-11-28,,,,,,,,
2012-11-29,,,,,,,,
2012-11-30,,,,,,,,
2012-12-01,,,,,,,,
2012-12-02,,,,,,,,
2012-12-03,,,,,,,,
2012-12-04,,,,,,,,
2012-12-05,,,,,,,,
2012-12-06,,,,,,,,
2012-12-07,,,,,,,,
2012-12-08,,,,,,,,
2012-12-09,,,,,,,,
2012-12-10,,,,,,,,
2012-12-11,,,,,,,,
2012-12-12,,,,,,,,
2012-12-13,,,,,,,,
2012-12-14,,,,,,,,
2012-12-15,,,,,,,,
2012-12-16,,,,,,,,
2012-12-17,,,,,,,,
2012-12-18,,,,,,,,
2012-12-19,,,,,,,,
2012-12-20,,,,,,,,
2012-12-21,,,,,,,,
2012-12-22,,,,,,,,
2012-12-23,,,,,,,,
2012-12-24,,,,,,,,
2012-12-25,,,,,,,,
2012-12-26,,,,,,,,
2012-12-27,,,,,,,,
2012-12-28,,,,,,,,
2012-12-29,,,,,,,,
2012-12-30,,,,,,,,
2012-12-31,,,,,,,,
2013-01-01,,,,,,,,
2013-01-02,,,,,,,,
2013-01-03,,,,,,,,
2013-01-04,,,,,,,,
2013-01-05,,,,,,,,
2013-01-06,,,,,,,,
2013-01-07,,,,,,,,
2013-01-08,,,,,,,,
2013-01-09,,,,,,,,
2013-01-10,,,,,,,,
2013-01-11,,,,,,,,
2013-01-12,,,,,,,,
2013-01-13,,,,,,,,
2013-01-14,,,,,,,,
2013-01-15,,,,,,,,
2013-01-16,,,,,,,,
2013-01-17,,,,,,,,
2013-01-18,,,,,,,,
2013-01-19,,,,,,,,
2013-01-20,,,,,,,,
2013-01-21,,,,,,,,
2013-01-22,,,,,,,,
2013-01-23,,,,,,,,
2013-01-24,,,,,,,,
2013-01-25,,,,,,,,
2013-01-26,,,,,,,,
2013-01-27,,,,,,,,
2013-01-28,,,,,,,,
2013-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-30,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-01-31,27.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-02,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-03,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-06,,,,,,,,
2013-02-07,,,,,,,,
2013-02-08,,,,,,,,
2013-02-09,,,,,,,,
2013-02-10,,,,,,,,
2013-02-11,,,,,,,,
2013-02-12,,,,,,,,
2013-02-13,,,,,,,,
2013-02-14,,,,,,,,
2013-02-15,,,,,,,,
2013-02-16,,,,,,,,
2013-02-17,,,,,,,,
2013-02-18,,,,,,,,
2013-02-19,,,,,,,,
2013-02-20,,,,,,,,
2013-02-21,,,,,,,,
2013-02-22,,,,,,,,
2013-02-23,,,,,,,,
2013-02-24,,,,,,,,
2013-02-25,,,,,,,,
2013-02-26,,,,,,,,
2013-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-02,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-03,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-04,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-05,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-03-06,47.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-03-07,34.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0
2013-03-08,264.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0
2013-03-09,65.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0
2013-03-10,163.0,0.0,277.0,1.0,0.0,0.0,0.0,0.0
2013-03-11,107.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
2013-03-12,16.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0
2013-03-13,29.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
2013-03-14,86.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0
2013-03-15,100.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0
2013-03-16,113.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
2013-03-17,122.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
2013-03-18,37.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
2013-03-19,90.0,0.0,59.0,0.0,0.0,0.0,2.0,0.0
2013-03-20,135.0,0.0,720.0,0.0,0.0,0.0,6.0,0.0
2013-03-21,62.0,0.0,161.0,0.0,0.0,0.0,1.0,0.0
2013-03-22,85.0,0.0,35.0,0.0,0.0,0.0,5.0,0.0
2013-03-23,104.0,0.0,25.0,0.0,0.0,0.0,2.0,0.0
2013-03-24,67.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0
2013-03-25,15.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
2013-03-26,4.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0
2013-03-27,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-03-28,30.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
2013-03-29,6.0,0.0,8.0,1.0,0.0,0.0,2.0,0.0
2013-03-30,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-31,27.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
2013-04-01,28.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0
2013-04-02,25.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0
2013-04-03,11.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0
2013-04-04,37.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0
2013-04-05,15.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0
2013-04-06,12.0,1.0,69.0,0.0,0.0,0.0,1.0,0.0
2013-04-07,9.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0
2013-04-08,28.0,0.0,1623.0,0.0,0.0,0.0,14.0,0.0
2013-04-09,12.0,0.0,1650.0,0.0,0.0,0.0,12.0,0.0
2013-04-10,159.0,9.0,1010.0,2.0,0.0,0.0,20.0,0.0
2013-04-11,116.0,2.0,222.0,1.0,0.0,0.0,9.0,0.0
2013-04-12,68.0,16.0,1500.0,0.0,0.0,0.0,63.0,0.0
2013-04-13,20.0,8.0,427.0,14.0,0.0,0.0,46.0,0.0
2013-04-14,4.0,5.0,499.0,38.0,0.0,0.0,139.0,0.0
2013-04-15,2.0,2.0,204.0,4.0,0.0,0.0,247.0,0.0
2013-04-16,7.0,6.0,215.0,188.0,0.0,0.0,111.0,0.0
2013-04-17,4.0,52.0,257.0,772.0,0.0,0.0,51.0,0.0
2013-04-18,13.0,694.0,345.0,2475.0,0.0,28.0,13.0,0.0
2013-04-19,0.0,237.0,83.0,478.0,0.0,0.0,1.0,0.0
2013-04-20,6.0,75.0,12.0,425.0,0.0,1.0,0.0,0.0
2013-04-21,5.0,202.0,31.0,604.0,0.0,0.0,0.0,0.0
2013-04-22,1.0,267.0,5.0,280.0,0.0,0.0,0.0,0.0
2013-04-23,2.0,1084.0,33.0,217.0,0.0,0.0,2.0,0.0
2013-04-24,1.0,1896.0,323.0,525.0,0.0,1.0,3.0,0.0
2013-04-25,0.0,1544.0,97.0,440.0,0.0,0.0,6.0,0.0
2013-04-26,7.0,1924.0,63.0,247.0,0.0,18.0,3.0,0.0
2013-04-27,1.0,562.0,32.0,183.0,0.0,16.0,0.0,0.0
2013-04-28,1.0,44.0,4.0,7.0,0.0,0.0,0.0,0.0
2013-04-29,1.0,62.0,7.0,14.0,0.0,4.0,0.0,0.0
2013-04-30,3.0,87.0,6.0,13.0,0.0,5.0,0.0,0.0
2013-05-01,0.0,209.0,13.0,10.0,1.0,45.0,0.0,0.0
2013-05-02,0.0,44.0,1.0,4.0,1.0,17.0,1.0,0.0
2013-05-03,0.0,118.0,4.0,4.0,0.0,30.0,0.0,0.0
2013-05-04,0.0,79.0,2.0,7.0,0.0,28.0,0.0,0.0
2013-05-05,0.0,34.0,11.0,3.0,3.0,170.0,0.0,0.0
2013-05-06,0.0,19.0,41.0,1.0,4.0,308.0,0.0,0.0
2013-05-07,0.0,31.0,7.0,0.0,0.0,94.0,0.0,0.0
2013-05-08,0.0,13.0,13.0,1.0,2.0,278.0,0.0,0.0
2013-05-09,0.0,41.0,10.0,0.0,7.0,373.0,0.0,0.0
2013-05-10,0.0,0.0,1.0,0.0,1.0,9.0,0.0,0.0
2013-05-11,0.0,3.0,0.0,0.0,1.0,87.0,0.0,0.0
2013-05-12,0.0,7.0,0.0,0.0,3.0,115.0,0.0,0.0
2013-05-13,0.0,8.0,0.0,1.0,1.0,78.0,0.0,0.0
2013-05-14,2.0,8.0,0.0,1.0,5.0,30.0,0.0,0.0
2013-05-15,1.0,11.0,22.0,0.0,7.0,52.0,0.0,1.0
2013-05-16,0.0,9.0,41.0,0.0,10.0,47.0,0.0,0.0
2013-05-17,2.0,8.0,3.0,0.0,9.0,36.0,0.0,1.0
2013-05-18,2.0,11.0,1.0,1.0,9.0,16.0,0.0,0.0
2013-05-19,0.0,11.0,3.0,0.0,11.0,32.0,0.0,0.0
2013-05-20,0.0,5.0,1.0,1.0,6.0,16.0,0.0,0.0
2013-05-21,0.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0
2013-05-22,1.0,3.0,1.0,0.0,0.0,5.0,0.0,0.0
2013-05-23,0.0,6.0,0.0,0.0,0.0,11.0,0.0,0.0
2013-05-24,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0
2013-05-25,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2013-05-26,0.0,2.0,1.0,0.0,1.0,11.0,0.0,0.0
2013-05-27,1.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0
2013-05-28,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0
2013-05-29,0.0,1.0,1.0,0.0,16.0,2.0,0.0,0.0
2013-05-30,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-05-31,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0
2013-06-01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2013-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-04,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
2013-06-05,0.0,2.0,1.0,0.0,56.0,1.0,0.0,6.0
2013-06-06,0.0,0.0,0.0,0.0,106.0,0.0,0.0,13.0
2013-06-07,0.0,0.0,0.0,0.0,81.0,0.0,0.0,5.0
2013-06-08,0.0,0.0,0.0,0.0,76.0,0.0,0.0,8.0
2013-06-09,1.0,2.0,1.0,0.0,108.0,0.0,0.0,5.0
2013-06-10,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
2013-06-11,0.0,0.0,0.0,0.0,8.0,0.0,0.0,16.0
2013-06-12,0.0,0.0,0.0,0.0,92.0,0.0,0.0,16.0
2013-06-13,3.0,0.0,4.0,0.0,166.0,0.0,0.0,14.0
2013-06-14,1.0,1.0,0.0,0.0,27.0,0.0,0.0,21.0
2013-06-15,1.0,0.0,1.0,0.0,80.0,3.0,0.0,17.0
2013-06-16,4.0,0.0,1.0,0.0,100.0,2.0,0.0,41.0
2013-06-17,38.0,1.0,5.0,0.0,88.0,1.0,0.0,50.0
2013-06-18,12.0,0.0,0.0,0.0,53.0,1.0,0.0,51.0
2013-06-19,10.0,0.0,3.0,0.0,54.0,0.0,0.0,113.0
2013-06-20,18.0,3.0,1.0,0.0,42.0,0.0,0.0,139.0
2013-06-21,1.0,0.0,0.0,0.0,22.0,0.0,0.0,108.0
2013-06-22,1.0,0.0,0.0,0.0,1.0,0.0,0.0,91.0
2013-06-23,1.0,0.0,0.0,0.0,20.0,0.0,0.0,36.0
2013-06-24,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0
2013-06-25,0.0,1.0,0.0,0.0,6.0,0.0,0.0,35.0
2013-06-26,0.0,0.0,2.0,0.0,16.0,0.0,0.0,47.0
2013-06-27,0.0,0.0,0.0,0.0,5.0,0.0,0.0,32.0
2013-06-28,0.0,0.0,0.0,0.0,4.0,0.0,0.0,24.0
2013-06-29,0.0,0.0,0.0,0.0,7.0,0.0,0.0,58.0
2013-06-30,0.0,0.0,0.0,0.0,22.0,0.0,0.0,137.0
2013-07-01,0.0,1.0,0.0,0.0,29.0,0.0,0.0,136.0
2013-07-02,0.0,0.0,1.0,0.0,49.0,0.0,0.0,58.0
2013-07-03,0.0,0.0,0.0,0.0,12.0,0.0,0.0,13.0
2013-07-04,0.0,1.0,1.0,0.0,6.0,0.0,0.0,46.0
2013-07-05,0.0,0.0,0.0,0.0,29.0,0.0,0.0,94.0
2013-07-06,0.0,0.0,0.0,0.0,44.0,0.0,0.0,74.0
2013-07-07,0.0,0.0,0.0,0.0,29.0,0.0,0.0,87.0
2013-07-08,0.0,0.0,0.0,0.0,45.0,0.0,0.0,200.0
2013-07-09,0.0,0.0,0.0,0.0,25.0,0.0,0.0,166.0
2013-07-10,0.0,0.0,0.0,0.0,40.0,0.0,0.0,305.0
2013-07-11,0.0,0.0,0.0,0.0,19.0,0.0,0.0,146.0
2013-07-12,0.0,0.0,0.0,0.0,14.0,0.0,0.0,128.0
2013-07-13,0.0,0.0,0.0,0.0,14.0,0.0,0.0,136.0
2013-07-14,0.0,0.0,0.0,0.0,18.0,0.0,0.0,190.0
2013-07-15,0.0,1.0,1.0,0.0,32.0,0.0,0.0,142.0
2013-07-16,0.0,0.0,0.0,0.0,15.0,0.0,0.0,144.0
2013-07-17,0.0,0.0,0.0,0.0,10.0,0.0,0.0,154.0
2013-07-18,0.0,0.0,0.0,0.0,35.0,0.0,0.0,270.0
2013-07-19,1.0,0.0,0.0,0.0,27.0,0.0,0.0,315.0
2013-07-20,0.0,0.0,0.0,0.0,40.0,0.0,0.0,320.0
2013-07-21,0.0,0.0,0.0,0.0,33.0,0.0,0.0,350.0
2013-07-22,0.0,0.0,0.0,0.0,23.0,0.0,0.0,202.0
2013-07-23,0.0,0.0,0.0,0.0,13.0,1.0,0.0,218.0
2013-07-24,0.0,0.0,0.0,0.0,13.0,0.0,1.0,28.0
2013-07-25,0.0,0.0,0.0,0.0,16.0,0.0,0.0,42.0
2013-07-26,0.0,0.0,0.0,0.0,8.0,0.0,0.0,89.0
2013-07-27,0.0,0.0,1.0,0.0,15.0,0.0,0.0,86.0
2013-07-28,0.0,0.0,2.0,0.0,30.0,0.0,0.0,82.0
2013-07-29,0.0,0.0,0.0,0.0,6.0,0.0,0.0,21.0
2013-07-30,0.0,0.0,0.0,0.0,14.0,0.0,0.0,28.0
2013-07-31,0.0,0.0,0.0,0.0,13.0,0.0,0.0,34.0
2013-08-01,0.0,0.0,0.0,0.0,18.0,0.0,0.0,40.0
2013-08-02,0.0,0.0,0.0,0.0,13.0,0.0,0.0,35.0
2013-08-03,0.0,0.0,1.0,0.0,21.0,0.0,0.0,51.0
2013-08-04,0.0,0.0,0.0,0.0,2.0,0.0,0.0,13.0
2013-08-05,0.0,0.0,0.0,0.0,17.0,0.0,0.0,34.0
2013-08-06,0.0,0.0,1.0,0.0,20.0,0.0,0.0,14.0
2013-08-07,0.0,0.0,0.0,0.0,14.0,0.0,0.0,36.0
2013-08-08,0.0,0.0,0.0,0.0,8.0,0.0,0.0,22.0
